StationNumber,Station,Latitude,Longitude,TotalMeasurements,UniqueVariables,UniqueSamples,UniqueProjects,DateRangeStart,DateRangeEnd,YearsOfData,VariableList,CoverageLevel,VariableDiversityPct
AB05AG0140,"EXPANSE COULEE, ADJACENT TO HWY 36 BRIDGE CROSSING OLDMAN RIVER",49.96502,-112.08198,1539,58,29,1,10/17/2023 10:40,9/28/2021 11:10,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE",Comprehensive (12+ vars),70.73170731707317
AB05AC0160,"MOSQUITO CREEK, AT HWY 529 EAST OF PARKLAND",50.252,-113.55347,1481,58,29,1,10/18/2021 10:05,9/27/2021 11:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE",Comprehensive (12+ vars),70.73170731707317
AB11AA0150,"MILK RIVER, U/S OF TOWN OF MILK RIVER",49.14811,-112.16728,1477,62,28,1,10/13/2022 8:30,9/21/2020 11:30,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM ADSORPTION RATIO (CALCD.), SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05DA0015,"CLINE RIVER, AT HWY 11",52.17111,-116.48028,1474,62,27,1,10/20/2022 11:45,9/27/2023 13:05,3,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FLUORESCENT DISSOLVED ORGANIC MATTER-FDOM (FIELD), FLUORIDE DISSOLVED, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB11AA0270,"NORTH MILK RIVER, NEAR INTERNATIONAL BOUNDARY, AT HWY 501",49.02673,-112.96927,1469,62,28,1,10/13/2022 10:30,9/22/2020 10:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM ADSORPTION RATIO (CALCD.), SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05CE0690,"KNEEHILLS CREEK, NEAR THE MOUTH AT HWY 575",51.49778,-112.84139,1443,62,27,1,1/19/2021 12:10,9/8/2022 13:20,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05CE0680,"THREEHILLS CREEK, NEAR MOUTH AT HWY 837",51.53266,-112.88884,1430,63,27,1,1/8/2020 11:30,9/8/2022 12:55,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM ADSORPTION RATIO (CALCD.), SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),76.82926829268293
AB05BN0070,"COAL CREEK, 1/2 MILE WEST OF BOW CITY",50.43056,-112.22778,1379,58,26,1,10/10/2023 11:45,9/15/2022 10:30,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE",Comprehensive (12+ vars),70.73170731707317
AB05BM0620,"CROWFOOT CREEK, ON HWY 1",50.83456,-112.76286,1376,62,26,1,10/10/2023 13:10,9/8/2021 9:40,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05BN0130,"NEW WEST COULEE, AT HWY 36 CROSSING",50.22243,-112.09794,1368,58,26,1,10/10/2023 10:45,9/15/2022 11:40,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE",Comprehensive (12+ vars),70.73170731707317
AB05AB0100,"BEAVER CREEK, WEST OF PEIGAN INDIAN RESERVE",49.63926,-113.79526,1332,58,25,1,10/14/2021 11:45,9/26/2023 11:35,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE",Comprehensive (12+ vars),70.73170731707317
AB05BN0065,"TWELVE MILE CREEK, AT GAUGING STATION (RANGE ROAD 525)",50.14928,-111.66558,1302,58,25,1,10/12/2023 11:45,9/9/2020 12:30,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE",Comprehensive (12+ vars),70.73170731707317
