ProjectNumber,SampleNumber,ContinentalRiverBasinCode,RiverBasinCode,RiverSubBasinCode,StationTypeCode,StationNumber,Station,LatitudeDecimalDegrees,LongitudeDecimalDegrees,SampleMatrixCode,SampleTypeCode,CollectionCode,QCSampleFlag,SampleComment,SampleDateTime,VmvCode,VariableCode,VariableName,MeasurementFlag,MeasurementValue,UnitCode,SampleDetectLimit,MeasurementComment,MeasurementQualifier,MeasurementQualifierDescription,MeasurementQualifierComment,MethodCode,MethodDetectionLimit,LabCode,QualityClass,SampleCommentCategory,llm_category_label,llm_qualifier,llm_variable_name,llm_model
ABS266,21SWE09233,SAS,NSA,05DF,0,AB05DF0020,"STRAWBERRY CREEK, AT WSC GAUGE 4 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.31111,-114.05139,0,1,16.0,N,"F-DOM check with water quality. Recent rain. F-DOM clear of debris and reading 2,078 mV.",2021-07-06 11:45:00,100629,433,COLIFORMS FECAL,,73.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 43mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,21SWE09312,SAS,NSA,05DF,0,AB05DF0020,"STRAWBERRY CREEK, AT WSC GAUGE 4 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.31111,-114.05139,0,1,16.0,N,"Water level quite high because of beaver dam downstream. F-DOM reading 1,625 mV.",2021-09-20 09:10:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 12mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,22SWE09225,SAS,NSA,05EA,0,AB05EA0025,"STURGEON RIVER, AT WSC GAUGE 17.5 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.83278,-113.28278,0,1,16.0,N,TOC deleted due to exceedingly high value caused by preservative contamination. Conductivity was not recorded in the field.,2022-06-21 10:50:00,100629,433,COLIFORMS FECAL,,155.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 9mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS254,21SWE10327,MAC,ATH,07AA,0,AB07AA0005,"SUNWAPTA RIVER, AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE",52.217,-117.2342,0,1,16.0,N,"Good flow, clear warm day. Total ICP metal scan diluted due to matrix interference, detection limits adjusted accordingly",2021-07-12 13:00:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 17hrs past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS254,21SWE10348,MAC,ATH,07AA,0,AB07AA0005,"SUNWAPTA RIVER, AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE",52.217,-117.2342,0,1,16.0,N,"Found sonde out of water. WL very low. Gate closed for season, had to walk from main road.  Lake partly frozen. Coiled up sonde cage/cable and left by WSC shack with lock open. ORP not recorded",2021-10-18 13:00:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 28mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS254,22SWE10333,MAC,ATH,07AA,0,AB07AA0005,"SUNWAPTA RIVER, AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE",52.217,-117.2342,0,1,16.0,N,"Sampled d/s of the water survery station on right bank. Low flow, still lots of snow in the mountains. Light rain.",2022-06-14 13:30:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 15hrs 30mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS254,22SWE10350,MAC,ATH,07AA,0,AB07AA0005,"SUNWAPTA RIVER, AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE",52.217,-117.2342,0,1,16.0,N,"More snow melt than previous month. Water quite sediment laden. pH suspect, keeps steadily decreasing and won't stablize",2022-08-09 13:25:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1min past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS254,22SWE10357,MAC,ATH,07AA,0,AB07AA0005,"SUNWAPTA RIVER, AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE",52.217,-117.2342,0,1,16.0,N,Hazy because of Jasper wild fire. WL at about medium flow. No chl-a result due to lab error,2022-09-13 12:40:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 45mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS254,22SWE10364,MAC,ATH,07AA,0,AB07AA0005,"SUNWAPTA RIVER, AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE",52.217,-117.2342,0,1,16.0,N,"WL level low, windy day",2022-10-12 14:20:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 15hrs 40mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS254,23SWE10319,MAC,ATH,07AA,0,AB07AA0005,"SUNWAPTA RIVER, AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE",52.217,-117.2342,0,1,16.0,N,"direct filled all bottles. River wide open. Some edge snow/ice along MVA. Lake poutly open. Foggy, misty day",2023-05-10 13:15:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 11mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS254,23SWE10326,MAC,ATH,07AA,0,AB07AA0005,"SUNWAPTA RIVER, AT WSC GAUGE 0.1 KM D/S OF SUNWAPTA LAKE",52.217,-117.2342,0,1,16.0,N,Very windy. Very good flow.,2023-06-06 13:00:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 17hrs past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS255,20SWC70610,SAS,RED,05CE,0,AB05CE0680,"THREEHILLS CREEK, NEAR MOUTH AT HWY 837",51.53266,-112.88884,0,1,16.0,N,high stage,2020-06-23 09:45:00,100629,433,COLIFORMS FECAL,,420.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 23mins past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,21SWE09189,SAS,NSA,05DE,0,AB05DE2000,"TOMAHAWK CREEK, 10 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.35194,-114.65972,0,1,16.0,N,"Beaver dam across entire creek. Sonde is u/s in pooled area. Water is quite aerated d/s of dam. Collected water just on u/s side of dam before water flowed over. F-DOM reading 4,922 mV. Topped out?",2021-05-20 10:45:00,100629,433,COLIFORMS FECAL,,1300.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,21SWE09245,SAS,NSA,05DE,0,AB05DE2000,"TOMAHAWK CREEK, 10 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.35194,-114.65972,0,1,16.0,N,"Very little flow. F-DOM reading 3,918 mV.",2021-07-15 10:50:00,100629,433,COLIFORMS FECAL,,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 7mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,22SWE09271,SAS,NSA,05DE,0,AB05DE2000,"TOMAHAWK CREEK, 10 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.35194,-114.65972,0,1,16.0,N,"Water level has dropped by ~0.50m since last week's rain but still visibly flowing. F-DOM reading 3,592 mV.",2022-07-14 10:20:00,100629,433,COLIFORMS FECAL,,490.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 28mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,20SWE07472,SAS,NSA,05EE,0,AB05EE0530,"VERMILION RIVER, 0.7 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.65127,-110.34401,0,1,16.0,N,Sonde changeout.,2020-08-13 10:30:00,100629,433,COLIFORMS FECAL,,390.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Received 40 minutes past 24hr holding time.,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,20SWE07502,SAS,NSA,05EE,0,AB05EE0530,"VERMILION RIVER, 0.7 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.65127,-110.34401,0,1,16.0,N,Water level has dropped significantly since last visit.,2020-09-16 10:00:00,100629,433,COLIFORMS FECAL,,50.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Received 51 minutes past 24hr holding time.,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,21SWE09149,SAS,NSA,05EE,0,AB05EE0530,"VERMILION RIVER, 0.7 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.65127,-110.34401,0,1,16.0,N,"Good flow, river open, some edge ice on RB, river green brown color. Fdom data bank #1 3,160 mV.  Redox potential not recorded in the field.",2021-04-14 10:30:00,100629,433,COLIFORMS FECAL,,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 5mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,21SWE09253,SAS,NSA,05EE,0,AB05EE0530,"VERMILION RIVER, 0.7 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.65127,-110.34401,0,1,16.0,N,"Direct filled bottles. Slow flow. F-DOM reading 3,176 mV.",2021-07-14 09:35:00,100629,433,COLIFORMS FECAL,,270.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 12mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,22SWE09279,SAS,NSA,05EE,0,AB05EE0530,"VERMILION RIVER, 0.7 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.65127,-110.34401,0,1,16.0,N,"River still flowing. Likely new dam downstream. A bit more ponded. Dry and hot last 7 days. F-DOM reading 4,904 mV.",2022-07-21 09:50:00,100629,433,COLIFORMS FECAL,,230.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 4mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,22SWE09316,SAS,NSA,05EE,0,AB05EE0530,"VERMILION RIVER, 0.7 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.65127,-110.34401,0,1,16.0,N,"Water slightly turbid with lots of foam. F-DOM reading 3,308 mV.",2022-08-25 09:50:00,100629,433,COLIFORMS FECAL,,145.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 7mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS266,23SWE09319,SAS,NSA,05EE,0,AB05EE0530,"VERMILION RIVER, 0.7 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.65127,-110.34401,0,1,16.0,N,"Very low water level conditions but still trickling through upstream riffle. Slightly turbid, little sized crayfish still around. Due to instrument (IC) breakdown, nitrate and nitrite analyzed by alternate method (colourimetric) to meet hold times.",2023-09-21 10:45:00,100629,433,COLIFORMS FECAL,,182.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 6mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS256,22SWC11201,SAS,BOW,05BG,0,AB05BG0100,"WAIPAROUS CREEK, ABOVE CONFLUENCE WITH GHOST RIVER",51.28283,-114.83731,0,1,16.0,N,"sampled from open lead in ice, very cold and overcast",2022-12-01 10:20:00,100629,433,COLIFORMS FECAL,L,2.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 25mins past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS256,23SWC10101,SAS,BOW,05BG,0,AB05BG0100,"WAIPAROUS CREEK, ABOVE CONFLUENCE WITH GHOST RIVER",51.28283,-114.83731,0,1,16.0,N,sampled from chipped hole,2023-01-10 10:00:00,100629,433,COLIFORMS FECAL,L,2.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 4mins past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS256,23SWC10701,SAS,BOW,05BG,0,AB05BG0100,"WAIPAROUS CREEK, ABOVE CONFLUENCE WITH GHOST RIVER",51.28283,-114.83731,0,1,16.0,N,"Sunny, light wind.",2023-07-04 08:55:00,100629,433,COLIFORMS FECAL,,56.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2hrs 1min past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS047,23SWG00318,MAC,PEA,07GE,0,AB07GE0180,"WAPITI RIVER, 0.1 KM U/S OF BEAR RIVER CONFLUENCE - CENTRE - KM 16.5",55.10667,-118.47056,0,1,16.0,N,"Long deep run (~2-3 m in cetre), visible epiphyton sloughing off rocks on bottom.",2023-10-05 09:15:00,100629,433,COLIFORMS FECAL,,82.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 49mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS047,23SWG00317,MAC,PEA,07GE,0,AB07GE0170,"WAPITI RIVER, 10 KM D/S OF GRANDE PRAIRIE PULP MILL EFFLUENT - CENTRE",55.08056,-118.53611,0,1,16.0,N,"Sampled in long slow run, sestonic detritus in flow.",2023-10-05 08:25:00,100629,433,COLIFORMS FECAL,,140.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2hrs 38mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,20SWG00116,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,14,128.0,N,Sampled from jet boat floating downstream. Water level quite high. Lots of pollen on surface of water,2020-06-24 09:30:00,100629,433,COLIFORMS FECAL,,20.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 2 hours past 24 hour hold time,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,20SWG00119,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,14,128.0,N,"Recent high water event caused flooding at boat launch. Lots of silt on banks. NRT station was damaged, underwater during high water event.",2020-07-23 10:00:00,100629,433,COLIFORMS FECAL,,20.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1 hour and 1 minutes past 24 hour hold time,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,20SWG00122,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,14,128.0,N,"Sampled from jet boat, center channel, in~1.5 m water. Removed remaining conduit etc. from NRT station.",2020-08-13 10:00:00,100629,433,COLIFORMS FECAL,,55.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1 hour and 12 minutes past 24 hour hold time,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,20SWG00128,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,1,16.0,N,Wading sample out from left bank in ~1.5 m water.,2020-10-14 10:00:00,100629,433,COLIFORMS FECAL,,36.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1 hour and 51 minutes past 24 hour hold time,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,21SWG00110,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,14,128.0,N,"Sampled in same location as last month, very little water under ice, but in good flow.",2021-03-18 10:30:00,100629,433,COLIFORMS FECAL,,20.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 17 minutes past 24 hour hold time,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,21SWG00114,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,1,16.0,N,"Waded out from shore ~10 m on gravel bottom, good flow past sample point, 1 m deep, very little ice left on shore, river open. Concurrent replicate named Wapiti River at Adam Ranch (21SWG00115), and field blank named Wapiti River at Old Bezanson Townsite (20SWG00116), collected. Trace Hg replicate samples were collected sequentially due to logistical difficulty of sample procedure. TKN<DKN and not within lab error, lab missed confirming results; TKN QC value (side by side replicate) of 1.4mg/L more likely closer to the true value.",2021-04-19 10:30:00,100629,433,COLIFORMS FECAL,,20.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 35mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,21SWG00125,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,14,128.0,N,"Sampled from jet boat, floating downstream. Heavy fog/ low clouds all morning.",2021-07-20 10:35:00,100629,433,COLIFORMS FECAL,,80.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 20mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,21SWG00137,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,1,16.0,N,Sample taken in approximately 1m in good flow.,2021-10-14 10:00:00,100629,433,COLIFORMS FECAL,,55.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 46mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,23SWG00125,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,14,128.0,N,Sampled from back of jet boat in good flow. Storm on Sunday evening in area.,2023-07-18 10:30:00,100629,433,COLIFORMS FECAL,,73.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 33mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,23SWG00143,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,1,16.0,N,"Wading sample, river still open at site, with small amount of ice formingat edges in a few spots.",2023-11-06 10:15:00,100629,433,COLIFORMS FECAL,,127.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 35mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,23SWG00152,MAC,PEA,07GE,0,AB07GE0165,"WAPITI RIVER, ABOVE CONFLUENCE WITH SMOKY RIVER-KM 0.5-TRANSECT",55.13667,-118.30833,0,1,16.0,N,"Direct filled from auger hole, ~10m from right bank in strong flow. Due to instrument (IC) breakdown, nitrate and nitrite analyzed by alternate method (colourimetric) to meet hold times.",2023-12-04 11:00:00,100629,433,COLIFORMS FECAL,,30.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 52mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,20SWG00117,MAC,PEA,07GE,0,AB07GE0020,"WAPITI RIVER, AT HWY #40 BRIDGE-KM 44-TRANSECT",55.07194,-118.80472,0,14,128.0,N,"Sampled from jet boat, floating downstream towards Hwy 40 bridge. River level quite high, but starting to drop.",2020-06-24 11:11:00,100629,433,COLIFORMS FECAL,,18.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 19 minutes past 24 hour hold time,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,20SWG00123,MAC,PEA,07GE,0,AB07GE0020,"WAPITI RIVER, AT HWY #40 BRIDGE-KM 44-TRANSECT",55.07194,-118.80472,0,14,128.0,N,"Sampled from jet boat, center channel, tied off to a snag. Strong west wind.",2020-08-13 10:00:00,100629,433,COLIFORMS FECAL,L,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1 hour and 11 minutes past 24 hour hold time,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABSW34,23SWG00138,MAC,PEA,07GE,0,AB07GE0020,"WAPITI RIVER, AT HWY #40 BRIDGE-KM 44-TRANSECT",55.07194,-118.80472,0,1,16.0,N,"Data sonde was buried under gravel/ pebbles/ stones, and debris was lodged in cage. Retrieved for winter until open water in spring.",2023-10-04 09:45:00,100629,433,COLIFORMS FECAL,,55.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 16mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS047,23SWG00301,MAC,PEA,07GC,0,AB07GC0010,"WAPITI RIVER, U/S OF PINTO CREEK",54.97385,-119.45802,0,1,16.0,N,"Sampled from jet boat floating downstream towards Pinto Creek. Riffle upstream, eddy at launch area with stronger current on either side.",2023-10-03 09:00:00,100629,433,COLIFORMS FECAL,,10.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 56mins past 24hr HT,2715,1.0,69,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS255,21SWC70808,SAS,RED,05CC,0,AB05CC0225,"WASKASOO CREEK, NEAR CONFLUENCE WITH RED DEER RIVER",52.27096,-113.8022,0,1,16.0,N,mercury bottle (cap broken) not submitted for analysis,2021-08-05 08:40:00,100629,433,COLIFORMS FECAL,,1180.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 1hr 21mins past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS258,22SWL20403,SAS,OLD,05AD,0,AB05AD0190,"WATERTON RIVER, ADJACENT TO SEC HWY 810 BRIDGE-WR2",49.43077,-113.49794,0,1,16.0,N,Overcast,2022-04-21 10:45:00,100629,433,COLIFORMS FECAL,,6.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 38mins past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS258,22SWL20603,SAS,OLD,05AD,0,AB05AD0190,"WATERTON RIVER, ADJACENT TO SEC HWY 810 BRIDGE-WR2",49.43077,-113.49794,0,1,16.0,N,heavy rain yesterday,2022-06-21 10:30:00,100629,433,COLIFORMS FECAL,,25.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 22hrs 27mins past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS258,22SWL21203,SAS,OLD,05AD,0,AB05AD0190,"WATERTON RIVER, ADJACENT TO SEC HWY 810 BRIDGE-WR2",49.43077,-113.49794,0,1,16.0,N,"snowing, sampled chipped hole in ice",2022-12-14 11:20:00,100629,433,COLIFORMS FECAL,,23.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 9mins past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
ABS258,23SWL20303,SAS,OLD,05AD,0,AB05AD0190,"WATERTON RIVER, ADJACENT TO SEC HWY 810 BRIDGE-WR2",49.43077,-113.49794,0,1,16.0,N,sampled open water,2023-03-27 10:20:00,100629,433,COLIFORMS FECAL,,4.0,No/100 mL,,,HT,HOLDING TIME EXCEEDED,Rec'd 3hrs 36mins past 24hr HT,2715,1.0,106,Flagged-Acceptable,[],COLIFORMS FECAL (100629-433) : HT,HT,COLIFORMS FECAL,qwen3:4b
